Grid Row 1,Grid Row 2,Grid Row 3,Grid Row 4,Counter Values
CERT,APAY,SIRE,ACES,165,76,22,67
CESS,ESNE,ASAR,SERR,126,51,16,59
CETE,AVES,FOHN,SERE,132,56,7,69
CHAD,AERO,RIBA,TRAT,85,7,30,48
CHAI,LOGO,ABUT,TOEA,139,31,82,26
CHAL,RUNE,ALAY,PANS,129,10,94,25
CHAM,HALO,OKAS,GARE,74,14,1,59
CHAP,RACE,ABER,PURE,65,2,41,22
CHAR,ROKE,EMES,DOSH,226,74,68,84
CHAS,RACH,ELHI,MOER,82,28,37,17
CHAT,OOSE,ANES,TEAT,121,50,21,50
CHAV,HARO,ARIL,MEAT,77,65,9,3
CHAW,LICH,ARNA,TEEM,84,1,77,6
CHAY,LARE,OLID,TELE,135,7,57,71
CHEF,LEIR,ORDO,PLEW,212,86,70,56
CHEM,LATE,OMIT,TECS,120,53,11,56
CHEW,HAVE,IDEE,DENS,157,46,80,31
CHEZ,ROTE,AMIR,PACK,62,19,32,11
CHIB,HATE,ALAN,VEST,129,14,73,42
CHIC,LOCI,OKES,GART,175,43,72,60
CHID,AERO,FLIP,FOSS,232,59,80,93
CHIP,OOSY,HEBE,ODAS,168,1,76,91
CHIS,RITE,ALAE,MASK,90,70,14,6
CHIT,HAKA,AMAS,RETS,22,2,17,3
CHIV,ROTA,AKAS,BAST,160,6,59,95
CHOG,RUBE,ALEE,GAYS,154,19,38,97
CHOP,ROTI,ESTS,DSOS,222,49,96,77
CHUB,HARL,ABBA,LUST,167,16,89,62
CHUG,ROTO,OSES,NESS,89,41,17,31
CHUM,LANE,AJIS,TITS,123,10,90,23
CHUR,LIPE,EOAN,MIST,138,41,67,30
CIDE,ALAN,CINE,KATS,160,32,64,64
CIGS,LOUP,ATMA,PASE,96,73,14,9
CILL,ALOO,SIMS,TAES,189,41,63,85
CINQ,INIA,DIED,SADI,136,28,75,33
CION,ACHE,SEIK,ERAS,122,69,39,14
CIST,ARLE,MEIN,ESTS,68,2,7,59
CITE,EDIT,SETA,SAIS,156,38,57,61
CITO,ONES,WILE,LASS,255,83,96,76
CIVE,EBON,RITE,OSES,103,52,50,1
CLAD,HOWE,AGER,DOEN,121,24,46,51
CLAG,LORE,IDEE,TEGS,50,12,15,23
CLAM,LOCO,ARMY,TEEL,142,44,51,47
CLAP,LUKE,ACID,DENS,71,2,28,41
CLAT,HERY,ANCE,POOD,156,24,87,45
CLAW,RORY,ETEN,MASS,91,61,29,1
CLAY,RALE,ARBA,WEER,198,70,31,97
CLEF,HARE,AVER,SAVE,97,3,22,72
CLEG,LURE,ODAS,GEST,147,12,54,81
CLEM,LUXE,AMEN,PACE,86,20,53,13
CLEW,LOTE,ONER,NENE,159,22,42,95
CLIT,LANA,ONTO,NAOS,103,11,90,2
CLOD,HABU,AVER,PESO,136,9,50,77
CLOP,LAIR,ORLE,WISP,144,15,30,99
CLOT,LODE,IDEE,PEAK,149,56,53,40
CLOU,HARM,IDEE,CESS,220,52,86,82
CLOW,LOVE,AKEE,MENT,170,5,93,72
CLOY,HELE,OVEL,GOOD,87,20,54,13
CLUB,AURA,ABBA,SESS,175,48,52,75
CLUE,ROTE,AGAR,NOSY,189,90,24,75
COAL,AXLE,CITY,ADOS,159,7,85,67
COAT,ABLY,ROAR,SERE,148,2,72,74
COBB,AGEE,PANT,AMIE,89,78,10,1
COBS,OPEN,MARA,PHEW,163,14,80,69
COCA,OMIT,TASE,ESTS,153,11,55,87
COCH,ABYE,RIMA,STAR,48,2,32,14
CODS,OGRE,ALAN,LEGS,123,29,54,40
COFF,OLEO,SLAP,TATS,73,19,24,30
COFT,ALLY,DEED,SADE,64,8,35,21
COGS,HURT,ODEA,USER,114,3,83,28
COHO,ALAP,TEME,HOED,104,7,77,20
COIR,ANCE,STOB,KONS,189,77,99,13
COIT,RACH,AREA,BYDE,60,40,8,12
COLA,IRON,TYKE,OXES,63,8,12,43
COLD,OBOE,RIGG,MAYS,164,54,14,96
COLE,ANAL,DUPS,ESSE,240,81,97,62
COLS,AGUE,PENE,HEED,47,24,6,17
COMA,AXIL,PELT,ASKS,145,56,28,61
COMB,AWOL,LINO,PEAG,180,44,54,82
COME,HOOK,ISLE,DEED,155,7,72,76
COMP,AGUE,SERA,HERS,141,78,12,51
COMS,ONIE,CELS,AROS,66,23,4,39
COND,AWAY,DIVE,SEER,189,61,62,66
CONE,ABER,PIPS,HAST,146,96,12,38
CONF,AWEE,TIKS,SESS,68,13,5,50
CONI,ULES,REEL,LODE,86,3,3,80
CONN,OGEE,REFS,KESH,101,34,57,10
CONY,OBOL,ROLE,DEEM,194,96,35,63
COOP,ARBA,MAIM,ALAS,121,33,74,14
COPI,ALAR,RINK,TOTS,171,71,72,28
COPS,LURE,EMES,WAME,218,73,92,53
CORD,OBIA,LILL,DALS,233,97,61,75
CORE,AYAH,BENE,ARID,107,37,2,68
CORF,OLIO,RIPP,SOSS,56,37,12,7
CORK,OLEO,OLLA,TAYS,137,73,8,56
CORM,UNAI,SCUP,PENS,83,39,16,28
CORS,AGUE,REEK,LEST,88,47,30,11
COSE,ANUS,PERN,ORFE,131,1,42,88
COSH,ALKO,NEEP,NANS,41,18,9,14
COSS,OLLA,LEAN,LOTS,104,84,11,9
COST,AGUE,VANE,AMIR,56,2,48,6
COTE,ALOO,NEON,TONS,61,17,24,20
COTH,ILIA,DEFI,SOOK,93,69,21,3
COTT,ALAY,WILE,KOIS,145,49,39,57
COUP,UMRA,KANT,ESSE,156,91,63,2
COVE,ARIL,SCAD,HASS,159,55,83,21
COWS,OLEO,MINY,POSS,61,1,15,45
COYS,IDEE,DELL,SADS,179,36,48,95
CRAB,LURE,ORAD,DURE,84,18,26,40
CRAG,EASE,PRAM,SERS,181,38,50,93
CRAM,REKE,ONER,NOEL,167,74,44,49
CRAP,HUTS,ISMS,STAT,189,45,77,67
CRAW,RENY,EGAL,ESNE,119,67,25,27
CRAY,ROJI,ASAR,YERK,193,35,83,75
CREE,HAWM,AKEE,PIRS,158,61,20,77
CREM,HORA,OVEL,PEDS,141,77,6,58
CREW,HOLE,APSE,LEES,147,41,18,88
CRIM,RAGA,AGAS,PADS,146,82,17,47
CRIS,HOKA,ATOC,MINK,81,26,8,47
CRIT,LATE,ANAL,TASE,146,19,73,54
CRON,HILI,ACER,VEAL,77,5,65,7
CROP,LUMA,ARIS,NUTS,256,97,96,63
CROW,HALE,EGER,ZEST,176,54,40,82
CRUS,LARE,ONES,WISH,208,99,25,84
CUBE,URUS,RENS,NANE,128,45,59,24
CUBS,ALEE,SALS,ENTS,147,3,49,95
CUDS,UREA,BALD,SOLI,123,77,10,36
CUED,ERGO,AGAS,SELS,92,10,20,62
CUES,UNCE,STOP,SODS,185,48,99,38
CUFF,UVEA,LAND,METE,123,77,31,15
CUIT,ARCO,NEEP,SADI,195,94,76,25
CULL,UNAU,RATE,NIES,105,13,26,66
CUMS,ALAP,YALE,SNED,134,37,43,54
CUNT,AVER,PAVE,ISIT,168,24,82,62
CURD,AROS,NANO,NOES,131,77,52,2
CURE,OVER,DEEN,SANS,64,6,29,29
CURR,UVAE,SERF,KAKS,143,75,1,67
CUSK,ALTO,KNOW,YAPS,118,31,3,84
CUSS,OLEA,LALL,ANES,169,23,99,47
CUTE,OMER,SPIN,TYNE,106,52,28,26
CWMS,LION,ANOA,GORP,174,91,23,60
CYME,ROOP,ARLE,PELE,131,49,39,43
CYST,HILA,ATAP,DEYS,98,43,19,36
CYTE,HARL,ETAS,REDE,89,6,22,61
CZAR,RABI,IRED,AIDE,181,91,73,17
DAAL,ORCA,BIER,ELDS,94,13,5,76
DACE,ASHY,REAN,NAVE,145,36,70,39
DADA,ARYL,DUKA,SMEE,154,27,69,58
DADO,ILIA,TOTS,SETT,136,69,26,41
DAES,ALKO,LEKU,SEAT,104,11,6,87
DAFF,ANOA,COCH,KAIS,83,4,11,68
DAFT,AGLU,URIC,DOCK,163,39,38,86
DAGS,ILEA,ROTI,TOSS,107,35,5,67
DAHL,AJEE,WEBS,KEET,167,62,8,97
DAHS,AGIN,GENE,SESE,60,25,1,34
DAIS,EINE,AGLY,FAYS,202,32,89,81
DALE,ICER,ERNE,SETS,149,30,26,93
DALI,AGON,FART,TRES,42,6,4,32
DALS,ULAN,NOVA,SWAB,54,27,18,9
DALT,ODOR,CITO,STOT,99,16,28,55
DAME,ALEW,NEAT,GELS,105,17,52,36
DAMN,OBOE,GELS,ERES,91,7,9,75
DAMP,EVOE,BALD,ELDS,64,12,18,34
DAMS,AMIE,GILA,SELS,164,39,35,90
DANG,OHIA,BOLD,SYLI,134,61,41,32
DANS,AZAN,DOPY,SNEE,212,85,80,47
DANT,USER,SHRI,TYKE,277,91,97,89
DAPS,ALAN,LACE,SESE,98,1,71,26
DARE,EVEN,LOST,EWTS,173,65,85,23
DARG,AMIE,NIBS,GEST,148,37,16,95
DARI,ETAT,BABE,SPIM,134,84,19,31
DARK,ASEA,TEEM,EASE,84,52,17,15
DART,OMAS,LIPA,LAER,90,30,46,14
DASH,IDEA,TAIT,AWLS,99,17,51,31
DATA,EGER,FINK,TODS,111,53,17,41
DATE,RUES,ALAN,YALE,173,8,87,78
DATO,ORES,AINE,TEDS,132,34,63,35
DAVY,UNAI,CARN,ENES,104,89,10,5
DAWD,ANOA,WORD,TANA,91,12,55,24
DAWK,IXIA,BIND,SLOE,114,32,42,40
DAWN,UVEA,DAMN,ELSE,271,95,87,89
DAWT,EYER,NARE,SHET,106,39,45,22
DAYS,OGLE,LUKE,LEES,80,44,33,3
DEAD,IMPI,METS,PUSS,107,39,26,42
DEAL,AMLA,DOOR,OSES,90,6,69,15
DEAR,INRO,POSH,SWEE,172,12,74,86
DEBE,AGHA,EMES,SALE,140,3,71,66
DEBS,EGAL,MANA,YLEM,262,95,69,98
DEBT,UVEA,NODE,SEEL,74,31,4,39
DEEN,UNAI,MOSE,ALEF,88,22,21,45
DEEP,EMMA,REES,MUSE,150,37,77,36
DEER,EGMA,EMIR,DACK,146,35,40,71
DEFI,ICES,GRUM,SUDS,63,41,2,20
DEFT,IRES,TEAK,ESTS,99,69,7,23
DEIF,ECCE,GHEE,SESS,71,2,6,63
DELE,ONUS,MOLE,ELLS,188,51,68,69
DELL,ONIE,ROMS,BLOT,162,80,9,73
DELO,EMIR,MEME,OSES,89,64,18,7
DELS,ENOL,YOGI,SLED,247,88,88,71
DEME,AVAS,LOUN,TENE,32,2,14,16
DEMY,ADZE,THEN,ESES,133,96,16,21
DENE,ENOL,POMS,SLAE,227,64,69,94
DENI,AVAL,DIRK,OLEA,127,23,81,23
DEPS,UVAE,BOWL,SEAS,205,86,72,47
DERE,AROS,CHAS,KUNE,242,67,80,95
DERN,INIA,SOLE,AWLS,208,82,83,43
DERO,EMES,RUGS,OSSA,206,52,91,63
DERV,UNAI,RENO,AWDL,125,2,56,67
DESI,ECOS,EURO,PSIS,183,89,48,46
DESK,EVEN,LIRA,SLAG,146,8,76,62
DEVA,OXER,NENE,SCAT,162,21,79,62
DEVO,EGAD,MANE,OLEA,72,31,16,25
DEVS,OBIT,COLY,KNEE,169,86,51,32
DEWS,EUOI,BOON,SITE,145,56,22,67
DHAL,HYPO,ALEF,KART,184,59,61,64
DHOW,AULA,LILL,TAAL,52,42,5,5
DICT,ONER,UGLY,NOSE,40,16,6,18
DIDO,ALOW,FETE,TAHR,129,36,85,8
DIDY,ONIE,ETNA,KITS,108,68,37,3
DILL,UREA,LEST,ESTS,145,48,38,59
DIMP,AKEE,LAMA,SNOG,139,33,34,72
DIMS,ILIA,SEEN,HANT,103,62,23,18
DINE,ILEA,FIRS,SAKE,85,40,14,31
DING,UNAU,CRAP,EONS,209,94,48,67
DINS,IDEA,CYAN,ELLS,113,15,57,41
DIOL,ILKA,SEEN,HASK,139,47,52,40
DIPS,ANEW,LINO,TAIT,55,21,7,27
DIRE,ONUS,RIDE,PAYS,134,35,36,63
DISA,EBON,LIRI,ESTS,165,77,63,25
DISC,ORLE,BEEP,ESES,127,5,51,71
DISH,INTO,DIOL,YAPP,123,4,53,66
DITA,ODOR,ZOOM,ELMS,232,79,60,93
DITE,ODAL,ELMS,SESE,46,1,38,7
DITS,IDEM,MERE,PENE,139,79,38,22
DIVA,USED,SNED,TASS,119,42,64,13
DIVO,ENOW,FRIS,TOPE,110,6,5,99
DOAB,EDGE,SEEL,KANS,123,17,52,54
DOAT,URGE,PRIG,EANS,88,18,47,23
DOBE,AROS,DAES,OLPE,162,68,4,90
DOBS,IDLE,TOUT,ARDS,126,60,13,53
DOBY,OGRE,LEAP,TEGS,137,32,32,73
DOCO,ELLS,VIAE,ODDS,126,11,89,26
DOCS,OVAL,LASE,SLED,153,61,3,89
DODO,ALES,MERE,PAVS,68,10,35,23
DODS,OCHE,WHOT,PEWS,116,22,6,88
DOEK,OGRE,BEEN,YEST,226,65,92,69
DOES,OLEO,TELL,EASE,79,6,18,55
DOFF,OLLA,GEIT,SOPS,174,21,59,94
DOGE,UDAL,NEUK,GADS,91,27,34,30
DOGS,HILA,ALAR,LYMS,123,18,22,83
DOIT,ROTA,AZAN,MESS,139,88,8,43
DOLE,OMAS,NOTE,AVIS,80,26,21,33
DOMY,AGIO,GENU,SEIK,137,7,31,99
DONA,OTIC,SIPE,SCAR,179,50,91,38
DONE,OBOL,BERM,ESKY,181,69,62,50
DONG,ANIL,ISNA,STEM,287,97,95,95
DONS,ISIT,PAPE,TRAM,135,19,38,78
DOOB,ABLE,DOLS,SEAT,56,22,12,22
DOOK,IMMA,EBON,LUVS,102,14,48,40
DOOL,ARNA,CLEW,KERN,149,90,23,36
DOON,OBIA,PILY,SAYS,105,15,32,58
DOOS,ORRA,AREG,TASE,213,91,29,93
DOPA,UDAL,MALE,ALPS,158,53,18,87
DOPE,AHOY,LION,TANE,80,30,21,29
DOPS,ALAN,CERO,KAED,188,22,96,70
DORB,OPAH,SAMA,ALIT,188,55,35,98
DORE,ALEW,MIST,POHS,190,24,83,83
DORK,OBIA,BIDI,ESES,85,73,10,2
DORM,OBOE,LADS,ESES,161,60,44,57
DORR,ERHU,ALES,FEAT,250,64,87,99
DOSE,ARES,MALT,ELDS,117,45,44,28
DOSS,AMIA,MIND,ETHE,72,1,43,28
DOST,ARCO,FRAS,TARA,123,41,47,35
DOTE,ONER,RIMS,REST,129,16,39,74
DOTH,AKEE,LAER,ESNE,153,80,51,22
DOTY,OCHE,ETEN,KAYS,173,8,66,99
DOUM,OCTA,WHEN,FESS,51,6,14,31
DOWF,ARAR,RADE,BLIT,114,59,33,22
DOWL,ELHI,PEIN,SORD,130,93,6,31
DOWS,ALOO,UPON,DENE,263,98,69,96
DOWT,ABRI,FOEN,TENT,129,45,21,63
DRAB,EYNE,YOTE,STET,139,39,21,79
DRAC,RACY,ELTS,WEST,169,42,28,99
DRAD,AULA,TRAD,OPPO,143,13,70,60
DRAP,WILI,AMEN,MYCS,133,48,75,10
DRAT,RIMA,ANES,PENK,173,59,65,49
DRAW,ROTO,ALME,TEAS,123,64,26,33
DRAY,ROTO,ARED,CESS,86,10,35,41
DREG,RORE,AMEN,MADE,190,15,79,96
DREK,RAVE,AMEN,DITS,94,42,11,41
DREW,EAVE,CION,OAST,134,40,16,78
DRIB,SODA,ONLY,STET,77,21,50,6
DROP,RABI,ATOM,WASP,125,44,61,20
DROW,OUMA,WEBS,DRUM,105,61,6,38
DSOS,RIVA,ADAW,DELS,43,8,10,25
DUAL,EDGE,LAMA,SLAT,91,3,2,86
DUAN,ARNA,MEER,ESSE,146,46,14,86
DUAR,ARNA,NEUK,TASE,161,17,75,69
DUCE,ANAL,HALF,SUPS,174,71,76,27
DUDE,UREA,LEER,LADS,106,13,71,22
DUED,INGO,STIR,HOST,190,74,91,25
DUEL,UVAE,TARS,YENS,110,2,9,99
DUFF,IDEE,RALE,ELLS,77,5,60,12
DUGS,IRON,TARA,TOMB,107,43,58,6
DUKA,UREA,SEEL,TATS,177,2,88,87
DUKE,ERAS,FART,OONS,166,46,35,85
DUMA,AROW,GEEK,SARS,102,21,21,60
DUMP,ANOA,RANT,EIKS,65,37,1,27
DUNE,OLES,OVEN,LAME,106,30,26,50
DUNG,ANOA,HADS,LUST,143,44,77,22
DUNT,ARIE,NIPA,SCAD,150,76,49,25
DUOS,ARSE,WEAK,KART,125,48,69,8
DURO,IRED,VIAS,ACRO,133,45,48,40
DURR,EPEE,ETEN,MALS,163,52,93,18
DYES,OGRE,PORK,YEST,117,39,26,52
EALE,IRID,SIMI,HEPT,84,9,7,68
EANS,ATAP,NOPE,SCAT,132,76,49,7
EARD,UREA,GNAR,HAME,220,76,99,45
EARL,ETUI,CUMS,HAET,206,42,91,73
EARN,TREE,ANAN,SALE,136,17,49,70
EASE,TRAP,HOWE,ESSE,162,59,50,53
EAST,SNEE,EOAN,SAME,211,81,51,79
EATH,MIHA,EREV,SNEE,185,51,59,75
EATS,SWAP,TETE,SEEK,179,3,98,78
EBBS,SLUE,PERT,YEST,84,6,59,19
EBON,TOMO,ANAS,SESH,163,28,86,49
ECAD,SESE,SNEB,ETAS,158,13,53,92
ECCE,ROON,GITE,SLEW,73,23,13,37
ECCO,CHAM,RASE,ULAN,123,12,78,33
ECHE,CHON,CAKE,ODAS,76,43,8,25
ECHO,MOOP,OLLA,SEES,238,73,66,99
ECHT,PHOH,EUOI,ERKS,89,24,60,5
ECOD,LOGO,FILS,SLEE,92,4,13,75
ECOS,LAKY,LURE,SKAS,155,11,92,52
ECRU,TEED,ARNA,TOOL,128,64,63,1
ECUS,TATU,ALAN,TOSS,159,52,99,8
EDDO,CHOW,RALE,ULES,165,59,56,50
EDGE,CAIN,ORLE,SETS,158,27,47,84
EDHS,NOUP,GALA,STAY,112,21,4,87
EDIT,PULA,ENES,ETAS,86,16,13,57
EELY,PTUI,OINT,SCYE,125,39,29,57
EFFS,MILO,OLID,SERS,160,67,28,65
EFTS,BLOT,BORA,SWOP,78,12,15,51
EGAD,TEGU,CREE,HERL,82,24,30,28
EGAL,RICE,ORRA,SOON,103,3,74,26
EGGS,LARE,FLIR,SEME,79,59,2,18
EGGY,TOEA,ANAL,TETE,167,52,18,97
EGIS,MASE,ORLE,SEEL,96,16,2,78
EGMA,ANUS,SALP,TRES,127,15,41,71
EGOS,DURE,DAFT,ONES,206,60,94,52
EHED,MAGI,PLAT,TEDS,73,10,40,23
EIKS,FLOE,FIAT,SANS,146,11,81,54
EILD,DREY,DIME,ODES,204,92,85,27
EISH,SLAE,TEIN,SANS,173,94,39,40
EKES,TAPU,AKIN,TACK,204,77,53,74
ELAN,RONE,EINE,DRAM,202,20,93,89
ELDS,HOOK,ESSE,DEER,126,22,73,31
ELFS,DEAL,HARO,SLEW,119,63,5,51
ELKS,LEAN,SADE,ERED,155,2,68,85
ELLS,COOK,OGRE,DONE,191,81,59,51
ELMS,GOAL,MINA,ANEW,123,9,23,91
ELSE,LOUP,DINO,SRIS,112,19,69,24
ELTS,PYAT,IMMY,CEPE,132,69,41,22
EMES,EINE,ETEN,WEST,81,19,53,9
EMEU,MAST,ELSE,UMES,102,15,37,50
EMIC,KANA,ELTS,SEIK,158,5,99,54
EMIR,TOLE,AREA,SEAL,135,26,81,28
EMIT,GULA,ELKS,RESH,188,45,54,89
EMMA,SOOL,SALE,ENDS,135,21,28,86
EMOS,WIVE,ESES,SENS,134,89,16,29
EMPT,TOEA,CRAM,HETS,190,31,89,70
EMUS,TORO,HYEN,SLAE,135,15,92,28
EMYD,MOOI,PERM,TRES,196,51,75,70
EMYS,TOUK,HOKA,SLEW,189,34,99,56
ENES,TOUT,HERO,SLOP,162,23,84,55
ENGS,ROLE,ODES,SINE,103,7,6,90
ENUF,CAPA,ADDY,DSOS,180,77,31,72
EONS,CRIA,ODDS,SOSS,168,30,54,84
EORL,ALEE,REES,DOLT,73,47,2,24
EPEE,NOTA,ELAN,WOTS,123,40,62,21
EPIC,YEBO,ENES,SEXY,57,8,17,32
EPOS,MULE,ILIA,TAOS,97,24,25,48
ERAS,RAIK,AIDA,SAAG,97,4,83,10
ERES,SUMO,ELMS,SEAS,118,57,50,11
ERGS,CERE,UNIT,SOMA,91,2,19,70
ERKS,WOOL,KNEE,SELD,50,3,33,14
ERNS,LIEN,LOTE,STED,122,15,63,44
EROS,BUDI,OBAS,NESS,150,37,40,73
ERRS,REAL,KARO,SMEW,85,7,18,60
ERST,LOIR,KOLO,SPED,58,1,10,47
ERUV,SENA,STIE,ESTS,206,65,59,82
ESES,MAWN,MIKE,ARSE,148,62,74,12
ESNE,RAID,KING,SMEE,213,91,80,42
ESSE,MOLT,MOAN,ALMA,111,20,70,21
ESTS,FLEE,FUEL,SESS,60,23,8,29
ETAS,FOLK,FRAE,STED,138,2,76,60
ETAT,SERA,TELS,SLEE,51,14,2,35
ETCH,RILE,SLOP,TEGS,167,20,93,54
ETEN,DELE,HEHS,SKIS,198,52,89,57
ETHE,MAWS,PRAT,TENS,121,31,84,6
ETHS,NOAH,ORLE,LETS,80,23,36,21
ETIC,SADI,EKED,SAMS,145,21,34,90
ETNA,FOES,TRUE,SIKA,199,94,27,78
EVER,YORE,RIAD,APSE,107,23,34,50
EVES,TILE,AGHA,TAIN,186,56,85,45
EVIL,VICE,IRKS,LEST,257,99,84,74
EVOE,LEHR,AGEE,NADS,200,87,35,78
EVOS,RAGE,ELAN,SIMA,122,58,18,46
EWER,GIBE,GLOB,YINS,187,26,75,86
EWES,SEME,NAIN,ELTS,86,44,6,36
EWKS,LUNT,FLEE,SLEW,80,29,17,34
EWTS,DIRE,GLEY,ELFS,98,43,24,31
EYAS,KAGU,EWER,SLED,129,74,50,5
EYEN,MOVE,EKES,SETT,205,80,28,97
EYER,LOSE,AKEE,NESS,207,60,78,69
EYES,MAIK,OLDE,SEED,135,10,35,90
EYOT,FABS,FLAK,SESS,131,18,35,78
EYRA,GAOL,OUMA,SPAE,116,70,27,19
FAAN,LIVE,AGOG,YAWS,220,94,74,52
FAAS,ALEE,AIRN,STOA,93,36,17,40
FABS,LUAU,ALUS,NADS,116,6,35,75
FACE,AVAL,TALL,ELKS,168,64,30,74
FACT,AVAS,CACA,TSAR,139,56,48,35
FADE,ANEW,NOLE,ENTS,129,23,21,85
FADO,ULES,ROUE,LOSS,242,92,86,64
FADS,ATOP,MEGA,ESES,59,7,9,43
FAFF,EGER,AINE,ROSE,103,21,72,10
FAGS,ALEE,AMAS,SATE,69,20,5,44
FAHS,AGUE,PURE,SELS,176,65,22,89
FAIN,ELMY,TEPA,SESS,76,65,5,6
FAKE,ORES,UNIT,SARS,123,19,56,48
FAME,ANES,RORE,MAES,110,34,15,61
FANE,ANON,DOWT,OWLS,162,40,79,43
FANG,AMIE,NIDS,GAST,168,65,8,95
FANK,OBEY,GRAT,SIRE,217,23,98,96
FANS,ALAP,TABU,ERED,101,3,3,95
FAPS,ILEA,ROES,KORS,94,70,2,22
FARD,ARAR,NENE,SAAG,185,56,36,93
FARE,AGON,KANT,ERGS,140,31,57,52
FARL,OLIO,ROAM,DELE,73,63,4,6
FARM,ACHE,SCUL,HAST,94,23,39,32
FARS,URIC,MASU,SKER,192,25,84,83
FASH,AUTO,GLEI,SANS,125,45,56,24
FAST,LUTE,ANIL,MEES,106,50,36,20
FATE,ALOE,DOLL,YEAS,80,23,28,29
FATS,ATOK,WATE,SPED,138,19,47,72
FAUT,AURA,SNEE,TEAD,119,5,95,19
FAVA,EGER,LUNT,LEAS,103,35,64,4
FAVE,UREA,SPIV,KANE,135,1,71,63
FAVS,EVET,YATE,SLOP,111,12,82,17
FAYS,ABET,FLEY,FETE,181,82,34,65
FEAL,AMMO,AMIA,NAAN,191,60,85,46
FEAT,ALGO,RHEA,LIED,107,67,4,36
FEEN,EYRE,TREM,TAVA,126,22,94,10
FEES,OUMA,LOIN,DIRE,39,24,12,3
FEET,LYRE,ANNA,WEET,148,21,77,50
FEGS,AREA,THEW,SUPS,90,7,16,67
FEME,ALAR,MASA,ENES,204,44,64,96
FEMS,AMIE,SIRE,TREK,217,66,70,81
FESS,AVOW,RIME,SLEY,189,55,75,59
FEST,AULA,NOOP,DIES,93,48,36,9
FETA,ANES,CONK,EWTS,234,86,67,81
FETE,EYED,GRIG,SANE,220,80,72,68
FETS,EURO,ERIC,NONA,167,79,53,35
FIAR,INTI,LIMP,MAAS,80,42,22,16
FIAT,IDEA,BLOW,SENS,77,9,59,9
FICO,ALAR,RING,OATY,175,42,79,54
FIDO,AZON,VAWS,ERST,44,1,27,16
FIDS,ARIL,DONA,SNOW,132,57,9,66
FIFI,OXER,RICK,DAKS,121,31,25,65
FIGO,ELAN,NINE,SAGS,110,62,34,14
FIGS,ILEA,ALAN,TYND,52,8,43,1
FILA,ANON,BRAT,SONE,148,32,42,74
FILE,ULUS,SENT,TAES,120,48,46,26
FILM,IXIA,FIDS,EAST,128,44,67,17
FILO,EXAM,LIRA,TADS,189,75,31,83
FILS,ALEE,UKES,NAPS,135,84,49,2
FINE,AXON,SIRE,TAKS,179,29,59,91
FISK,ANTA,STIR,HORK,182,45,96,41
FITT,ARAR,DECO,ESKY,198,64,72,62
FLAB,ROBE,AGIN,BEDS,157,20,70,67
FLAG,RATA,AMOK,PACS,136,2,75,59
FLAK,ROLE,ODEA,ESES,221,51,79,91
FLAM,LEVE,AKAS,BELS,146,40,87,19
FLAN,ROKE,IDES,TEDS,87,10,39,38
FLAP,LOGE,AMIN,BAND,74,21,50,3
FLAT,LEVA,AVOW,GAST,135,7,80,48
FLAY,LYTE,ATUA,YEAR,185,99,50,36
FLEA,AIRY,INIA,LECH,59,15,36,8
FLEE,LAMA,OVEL,PASE,161,59,15,87
FLEG,EYRE,ARSE,TETS,77,21,1,55
FLEY,LUTE,ETAT,WEST,155,63,78,14
FLIC,LOTA,ADAW,MESS,192,71,44,77
FLIM,LOCO,OBOE,CONS,70,11,10,49
FLIP,EYRA,IRES,SASS,163,46,18,99
FLIR,AIGA,SLAG,TYDE,149,2,76,71
FLOB,RAGE,AERY,TRES,127,28,74,25
FLOC,RAPE,IRES,ZEDS,128,93,12,23
FLOE,OOPS,UTES,RONE,51,14,31,6
FLOG,LARE,ANDS,BEST,136,44,25,67
FLOP,ROSY,AVER,SESE,177,85,23,69
FLOR,EUGE,ELAN,SUMS,124,55,15,54
FLOW,YOGI,KYES,ESES,187,61,97,29
FLUB,LIME,AMES,WOST,151,63,79,9
FLUS,LUDE,IMAM,TALE,184,78,9,97
FOAL,INBY,TIAN,SESE,108,4,38,66
FOBS,URAO,SAIC,ELTS,89,1,42,46
FOGS,EMEU,TEAD,ERRS,155,36,38,81
FOGY,EVOE,MAGS,SLOT,97,8,87,2
FOLD,ONIE,WISP,LETS,188,84,49,55
FOLK,OBOE,RICE,KAAL,101,54,15,32
FOND,APAY,HANK,SLOE,109,80,24,5
FOOT,INKY,KIRN,YEAD,70,21,25,24
FOPS,ILIA,REST,MOSE,169,77,71,21
FORB,AHOY,RITE,MALS,92,21,39,32
FORT,AROW,IDEA,LOSS,169,64,21,84
FOSS,ALKY,TEIN,SAME,127,7,49,71
FOWL,OBOE,ROOS,TELS,78,23,26,29
FRAB,LASE,AGEN,NGAI,114,38,73,3
FRAE,LONG,OTTO,CAAS,188,68,62,58
FRAG,AINE,SMUT,HASS,183,31,59,93
FRAP,LOCH,AUTO,YEAN,152,60,10,82
FRAS,OONT,PROO,STAW,124,11,40,73
FRAT,OUPA,AREG,LUDS,206,69,93,44
FRAY,EALE,UREA,DEER,137,9,70,58
FREE,LOGS,ITAS,RALE,127,48,22,57
FRET,LOTI,ANAL,MESE,143,61,60,22
FRIB,LOCO,INKY,CESS,202,39,80,83
FRIG,LENO,UNTO,BOSK,151,39,66,46
FRIS,LISP,ALOE,PEST,186,18,90,78
